,Skrót nazwy placówki,Skrót nazwy jednostki,Regon placówki,Regon szkoły,RSPO placówki,Rspo,Nazwa placówki,Nazwa szkoły/ jednostki,Typ placówki,Typ jednostki,Kategoria uczniów,Jednostka specjalna,Bezpośredni nadzór,Miejscowość,Dzielnica,Miejski System Informacji,Ulica nazwa,Ulica nr,Nr Kodu,Imię dyrektora,Nazwisko dyrektora,Telefon,Faks,WWW,Strona BIP,E-mail,Numer jednostki,Placówka prowadzi internat/bursę,jednostka/zakład budż,Liczba uczniów,Liczba dzieci w oddziałach przedszkolnych,SUMA - Liczba uczniów i dzieci  ,Liczba oddziałów - uczniowie,Liczba oddziałów przedszkolnych,SUMA - Liczba oddziałów  ,Oddziały dwujęzyczne,Oddziały integracyjne,Oddziały sportowe,Oddziały mistrzostwa sportowego,Oddziały międzynarodowe,Oddziały specjalne,Oddziały specjalne przysposabiające do pracy,Oddziały terapeutyczne,Oddziały eksperymentalne,Oddzały przygotowania wojskowego,uwagi,Czy w zespole?,Typ jednostki (generalizacja),Uwzględniać na liście jednostek samodzielnych i złożonych?,Szkoły i przedszkola,samodzielna lub zespół - Czy szkoła lub przedszkole w składzie?,samodzielna lub zespół - Czy szkoła w składzie?,samodzielna lub zespół - Czy szkoła ponadpodstawowa w składzie?,samodzielna lub zespół - Czy przedszkole lub zespół z przedszkolem w składzie?,samodzielna lub zespół - Czy szkoła podstawowa (w tym muzyczna) w składzie?,samodzielna lub zespół - Czy liceum ogólnokształcące w składzie?,samodzielna lub zespół - Czy technikum w składzie?,samodzielna lub zespół - Czy branżowa szkoła I stopnia w składzie?,samodzielna lub zespół - Czy branżowa szkoła II stopnia w składzie?,samodzielna lub zespół - Czy szkoła policealna w składzie?,samodzielna lub zespół - Czy jednostka specjalna w składzie?,samodzielna lub zespół - Czy szkoła kształcąca w zawodzie w składzie?,Edukacyjna Wartość Dodana,RSPO - wyszukiwarka,obwód szkoły podstawowej,Teren działania poradni,Niepełnosprawność dominująca,"Jednostka ""przyszpitalna""","długość geograficzna 
(w stopniach)","szerokość geograficzna 
(w stopniach)",długość geograficzna (w metrach),szerokość geograficzna (w metrach),Wars i Sawa,"na obszarze Zintegrowanego Programu Rewitalizacji m.st. Warszaw do 2022 (Praga Północ, Praga Południe, Targówek)",Identyfikacja w systemie sprawozdawczości (ankietyBE),Czas pracy przedszkola - od,Czas pracy przedszkola - do
200,LO_158,LO_158,367119461.0,367119461.0,133365.0,133365.0,CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej,CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów-Centrum,ul. Stefana Szolc-Rogozińskiego,2,02-777,Ewa,Podpora,226432033,226432033,http://158liceum.edu.pl,http://lo158.bip.um.warszawa.pl,sekretariat@158liceum.edu.pl,158.0,nie,jednostka budżetowa,600.0,,600.0,21.0,,21.0,tak,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,,,,https://rspo.gov.pl/rspo/133365,,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,05325511","52,14937769","7503644,988","5779520,903", certyfikat Wars i Sawa,,2562.0,,
201,LO_159,LO_159,367647409.0,367647409.0,133795.0,133795.0,CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego,CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Włochy,Stare Włochy,ul. Solipska,17/19,02-482,Iwona,Rydlewska,228637787,228637787,http://solipska.edu.pl,http://lo159.bip.um.warszawa.pl,liceum@solipska.edu.pl,159.0,nie,jednostka budżetowa,781.0,,781.0,25.0,,25.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,,,,https://rspo.gov.pl/rspo/133795,,Poradnia Psychologiczno-Pedagogiczna nr 22,,,"20,91001571","52,20088257","7493848,232","5785253,923", certyfikat Wars i Sawa,,2563.0,,
202,LO_160,LO_160,367397390.0,367397390.0,133533.0,133533.0,"CLX Liceum Ogólnokształcące im. gen. dyw. Stefana Roweckiego ""Grota""","CLX Liceum Ogólnokształcące im. gen. dyw. Stefana Roweckiego ""Grota""",liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Rakowiec,ul. Józefa Siemieńskiego,6,02-106,Dorota,Postek,228223129,228231616,http://www.160lo.pl,http://lo160.bip.um.warszawa.pl,lo160@edu.um.warszawa.pl,160.0,nie,jednostka budżetowa,722.0,,722.0,25.0,,25.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,,,,https://rspo.gov.pl/rspo/133533,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,97599189","52,20636673","7498358,89","5785860,56",,,2564.0,,
203,LO_163,LO_163,383012220.0,383012220.0,270871.0,270871.0,CLXIII Liceum Ogólnokształcące,CLXIII Liceum Ogólnokształcące,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wesoła,Stara Miłosna,ul. Klimatyczna (Wesoła),1,05-077,Izabela,Nowacka,227733527,,http://www.163lo.waw.pl,https://clxiiilo.bip.gov.pl,sekretariat@163lo.waw.pl,163.0,nie,jednostka budżetowa,289.0,,289.0,9.0,,9.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,,,,https://rspo.gov.pl/rspo/270871,,Poradnia Psychologiczno-Pedagogiczna nr 23,,,"21,24076121","52,21750354","7516453,467","5787126,723",,,2825.0,,
204,LO_164,LO_164,383776608.0,383776608.0,271907.0,271907.0,CLXIV Liceum Ogólnokształcące Mistrzostwa Sportowego,CLXIV Liceum Ogólnokształcące Mistrzostwa Sportowego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Sielce,ul. Chełmska,23,00-724,Justyna,Post,228411643,,https://lo-164.edupage.org,https://lo-164.edupage.org/a/bip,lo164@edu.um.warszawa.pl,164.0,nie,jednostka budżetowa,100.0,,100.0,5.0,,5.0,nie,nie,nie,tak,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,,,,https://rspo.gov.pl/rspo/271907,,Poradnia Psychologiczno-Pedagogiczna nr 8,,,"21,03920803","52,20192681","7502680,391","5785367,016",,,2824.0,,
205,LO_165,LO_165,385649498.0,385649498.0,274376.0,274376.0,CLXV Liceum Ogólnokształcące,CLXV Liceum Ogólnokształcące,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Białołęka,Brzeziny,ul. Ostródzka,175,03-289,Janusz,Ciepielewski,227416045,227416045,https://liceum165.edu.pl,https://lo165.bip.um.warszawa.pl,lo165@edu.um.warszawa.pl,165.0,nie,jednostka budżetowa,219.0,,219.0,7.0,,7.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,,,,https://rspo.gov.pl/rspo/274376,,Poradnia Psychologiczno-Pedagogiczna nr 21,,,"21,04771343","52,32713594","7503252,673","5799298,608",,,2851.0,,
206,MDK_BIE,MDK_BIE,10412947.0,10412947.0,26485.0,26485.0,"Młodzieżowy Dom Kultury ""Bielany""","Młodzieżowy Dom Kultury ""Bielany""",młodzieżowy dom kultury,młodzieżowy dom kultury,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Stare Bielany,ul. Cegłowska,39,01-809,Eliza,Czachorowska,228341347,228341347,http://www.mdkbielany.pl,http://mdkbielany.bip.um.warszawa.pl,mdk-ceglowska@edu.um.warszawa.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/26485,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,95115564","52,28552201","7496667,107","5794668,502",,,455.0,,
207,MDK_BRON,MDK_BRON,959270.0,959270.0,30107.0,30107.0,Młodzieżowy Dom Kultury im. Władysława Broniewskiego,Młodzieżowy Dom Kultury im. Władysława Broniewskiego,młodzieżowy dom kultury,młodzieżowy dom kultury,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Ujazdów,ul. Łazienkowska,7,00-449,Honorata,Waszkiewicz,226293206,226293205,http://www.mdk.waw.pl,http://mdklazienkowska.bip.um.warszawa.pl,lazienkowska@mdk.waw.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/30107,,Poradnia Psychologiczno-Pedagogiczna nr 1,,,"21,03645241","52,22158705","7502490,908","5787554,371",,,374.0,,
208,MDK_MG,MDK_MG,10410240.0,10410240.0,26484.0,26484.0,Młodzieżowy Dom Kultury im. Marii Gwizdak,Młodzieżowy Dom Kultury im. Marii Gwizdak,młodzieżowy dom kultury,młodzieżowy dom kultury,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Wawrzyszew,ul. Hansa Christiana Andersena,4,01-911,Agnieszka,Kowalska,228359347,228359347,https://mdkandersena.edupage.org,http://www.mdkandersena.pl/bip.php,sekretariat@mdkandersena.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/26484,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,93734912","52,28058123","7495724,544","5794119,496",,,446.0,,
209,MDK_MOK,MDK_MOK,253764.0,253764.0,60298.0,60298.0,Młodzieżowy Dom Kultury,Młodzieżowy Dom Kultury,młodzieżowy dom kultury,młodzieżowy dom kultury,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Wierzbno,ul. Puławska,97,02-595,Marek,Masłowski,228455121,228455121,http://www.mdk-mokotow.pl,http://mdkmokotow.info-bip.pl,mdkmok@edu.um.warszawa.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/60298,,Poradnia Psychologiczno-Pedagogiczna nr 8,,,"21,0250653","52,19871605","7501713,67","5785009,35",,,165.0,,
210,MDK_MUR,MDK_MUR,959286.0,959286.0,30079.0,30079.0,"Młodzieżowy Dom Kultury ""Muranów"" im. C.K. Norwida","Młodzieżowy Dom Kultury ""Muranów"" im. C.K. Norwida",młodzieżowy dom kultury,młodzieżowy dom kultury,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Muranów,ul. Stawki,10,00-178,Bernadetta,Neumann-Kochańska,226350140,226358285,http://www.mdk-muranow.waw.pl,http://mdkmuranow.nbip.pl/mdkmuranow,kultura@mdk-muranow.waw.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/30079,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"20,98977754","52,25261682","7499301,954","5791006,268",,,375.0,,
211,MDK_OCH,MDK_OCH,959317.0,959317.0,23581.0,23581.0,"Młodzieżowy Dom Kultury ""Ochota""","Młodzieżowy Dom Kultury ""Ochota""",młodzieżowy dom kultury,młodzieżowy dom kultury,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Stara Ochota,ul. Rokosowska,10,02-348,Anna,Szwed,228222895,224129895,http://www.mdkochota.edu.pl,http://mdkochota.edu.pl/index.php/bip,dyrekcja@mdkochota.edu.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/23581,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,97197958","52,21516856","7498085,001","5786839,975",,,376.0,,
212,MOŚS_2,MOŚS_2,182320.0,182320.0,24798.0,24798.0,Międzyszkolny Ośrodek Sportowy nr 2,Międzyszkolny Ośrodek Sportowy nr 2,międzyszkolny ośrodek sportowy,międzyszkolny ośrodek sportowy,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Saska Kępa,ul. Wał Miedzeszyński,397,03-942,Sławomir,Kalinowski,226178851,226178851,http://www.mos2.pl,http://mos2.bip.um.warszawa.pl,moss2@edu.um.warszawa.pl,2.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/24798,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,05312585","52,22678283","7503629,833","5788133,173",,,46.0,,
213,MOŚS_3,MOŚS_3,185732.0,185732.0,30155.0,30155.0,Międzyszkolny Ośrodek Sportowy nr 3 im. Janusza Kusocińskiego,Międzyszkolny Ośrodek Sportowy nr 3 im. Janusza Kusocińskiego,międzyszkolny ośrodek sportowy,międzyszkolny ośrodek sportowy,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Nowe Miasto,ul. Międzyparkowa,4,00-208,Marek,Krzywicki,228311766,228870960,http://www.mos3.pl,http://www.mos3.pl/index.php?option=com_content&view=article&id=121&Itemid=74,mos3@mos3.pl,3.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/30155,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"21,00052514","52,25731622","7500035,856","5791529,092",,,71.0,,
214,MOŚS_6,MOŚS_6,250642.0,250642.0,44151.0,44151.0,Międzyszkolny Ośrodek Sportowy nr 6,Międzyszkolny Ośrodek Sportowy nr 6,międzyszkolny ośrodek sportowy,międzyszkolny ośrodek sportowy,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Czyste,ul. Rogalińska,2,01-206,Paweł,Wasilewski,226314989,226325810,http://www.moswola.pl,http://msos6.bip.um.warszawa.pl,klub@moswola.pl,6.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/44151,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,97139526","52,23058901","7498045,743","5788555,716",,,163.0,,
215,MOŚS_7,MOŚS_7,960013.0,960013.0,23545.0,23545.0,Międzyszkolny Ośrodek Sportowy nr 7,Międzyszkolny Ośrodek Sportowy nr 7,międzyszkolny ośrodek sportowy,międzyszkolny ośrodek sportowy,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Szczęśliwice,ul. Geodetów,1,02-396,Piotr,Łukawski,228226607,226687345,http://www.mosochota.waw.pl,http://mos7.bip.um.warszawa.pl,mos7@edu.um.warszawa.pl,7.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/23545,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,96864116","52,20470874","7497856,34","5785676,28",,,384.0,,
216,OJ_02,OJ_02,12199222.0,12199222.0,60306.0,60306.0,II Ogród Jordanowski,II Ogród Jordanowski,ogród jordanowski,ogród jordanowski,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Wierzbno,ul. Antoniego Edwarda Odyńca,6,02-606,Małgorzata,Burdziłowska,228440158,228440158,http://ogrodjordanowski.pl,http://oj2.bip.um.warszawa.pl,oj2@edu.um.warszawa.pl,2.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/60306,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,01772802","52,19700261","7501212,08","5784818,56",,,496.0,,
217,OJ_03,OJ_03,12840860.0,12840860.0,23387.0,23387.0,III Ogród Jordanowski,III Ogród Jordanowski,ogród jordanowski,ogród jordanowski,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Filtry,ul. Wawelska,3,02-034,Agnieszka,Czerwińska,228251444,228251444,http://www.ogrodjordanowski3.szkolnastrona.pl,http://www.ogrodjordanowski3.szkolnastrona.pl/bip,oj3@edu.um.warszawa.pl,3.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/23387,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,99595473","52,21612294","7499723,54","5786945,8",,,550.0,,
218,OJ_07,OJ_07,12967320.0,12967320.0,25132.0,25132.0,VII Ogród Jordanowski,VII Ogród Jordanowski,ogród jordanowski,ogród jordanowski,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Północ,Nowa Praga,ul. Namysłowska,21,03-455,Elżbieta,Sobiecka,226198993,,http://www.oj7.edu.pl,https://www.e-bip.org.pl/oj7,oj7@edu.um.warszawa.pl,7.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/25132,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,03046479","52,26595636","7502079,679","5792490,863",,tak,554.0,,
219,OJ_08,OJ_08,12767301.0,12767301.0,48847.0,48847.0,VIII Ogród Jordanowski,VIII Ogród Jordanowski,ogród jordanowski,ogród jordanowski,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Suwalska,13,03-252,Katarzyna,Patrzyczna,228113988,228113988,http://www.oj8.edu.pl,http://oj8.bip.um.warszawa.pl,oj8@edu.um.warszawa.pl,8.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/48847,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,02918976","52,29597484","7501991,294","5795830,806",,,545.0,,
220,OPP_1,OPP_1,141529174.0,141529174.0,24886.0,24886.0,"Ognisko Pracy Pozaszkolnej nr 1 ""Jordanek""","Ognisko Pracy Pozaszkolnej nr 1 ""Jordanek""",ognisko pracy pozaszkolnej,ognisko pracy pozaszkolnej,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Gocławek,ul. Kwatery Głównej,11,04-294,Edyta,Trębicka,226106777,226106777,http://www.opp1.waw.pl,http://opp1.bip.um.warszawa.pl,opp1@opp1.waw.pl,1.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/24886,,Poradnia Psychologiczno – Pedagogiczna nr 16,,,"21,11321828","52,24316362","7507732,81","5789960,464",,,1098.0,,
221,OPP_175,OPP_175,15197488.0,15197488.0,60302.0,60302.0,"Ognisko Pracy Pozaszkolnej ""175""","Ognisko Pracy Pozaszkolnej ""175""",ognisko pracy pozaszkolnej,ognisko pracy pozaszkolnej,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Służew,ul. Piotra Gruszczyńskiego,12,02-693,Maria,Popławska-Staniszewska,228534724,228534724,http://www.ognisko175.edu.pl,http://opp175.bip.um.warszawa.pl,opp175@edu.um.warszawa.pl,175.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/60302,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,00134482","52,17068921","7500092,001","5781890,724",,,837.0,,
222,OPP_2,OPP_2,141526098.0,141526098.0,25090.0,25090.0,Ognisko Pracy Pozaszkolnej nr 2 im. dr. Henryka Jordana,Ognisko Pracy Pozaszkolnej nr 2 im. dr. Henryka Jordana,ognisko pracy pozaszkolnej,ognisko pracy pozaszkolnej,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Saska Kępa,ul. Alfreda Nobla,18,03-930,Diana,Rowicka-Łagowska,226175962,226175962,http://opp2.waw.pl,http://opp2.bip.um.warszawa.pl,opp2@edu.um.warszawa.pl,2.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/25090,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,05934119","52,23437421","7504053,805","5788978,144",,,1097.0,,
223,OPP_264,OPP_264,15765165.0,15765165.0,23602.0,23602.0,Ognisko Pracy Pozaszkolnej,Ognisko Pracy Pozaszkolnej,ognisko pracy pozaszkolnej,ognisko pracy pozaszkolnej,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Rakowiec,ul. Walentego Skorochód-Majewskiego,17,02-104,Kinga,Stępień,228232438,,http://oppochota.superszkolna.pl,http://oppochota.biposwiata.pl,opp264@edu.um.warszawa.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/23602,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,9720199","52,20313763","7498087,24","5785501,38",,,888.0,,
224,OPP_70,OPP_70,12790352.0,12790352.0,60300.0,60300.0,"Ognisko Pracy Pozaszkolnej ""70""","Ognisko Pracy Pozaszkolnej ""70""",ognisko pracy pozaszkolnej,ognisko pracy pozaszkolnej,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Stary Mokotów,ul. Ludwika Narbutta,65/71,02-524,Krzysztof,Gąsiorek,228256309,228256309,https://opp70.pl,https://opp70.pl/bip,biuro@opp70.pl,70.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/60300,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,00776156","52,20412162","7500530,58","5785610,52",,,546.0,,
225,OPP_DWE,OPP_DWE,13088690.0,13088690.0,25111.0,25111.0,Ognisko Pracy Pozaszkolnej nr 3,Ognisko Pracy Pozaszkolnej nr 3,ognisko pracy pozaszkolnej,ognisko pracy pozaszkolnej,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Grochów,ul. Józefa Dwernickiego,29A,04-396,Waldemar,Krukowski,228700381,228700381,http://www.opp3.waw.pl,http://www.opp3.waw.pl/index_bip.html,oppdwe@edu.um.warszawa.pl,3.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/25111,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,07883114","52,2499756","7505383,343","5790715,275",,tak,820.0,,
226,OPP_PAW,OPP_PAW,13212746.0,13212746.0,25140.0,25140.0,Ognisko Pracy Pozaszkolnej nr 4,Ognisko Pracy Pozaszkolnej nr 4,ognisko pracy pozaszkolnej,ognisko pracy pozaszkolnej,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Gocław,ul. Mieczysława Pawlikowskiego,3,03-983,Lucyna,Melcer,226135546,226135546,http://www.opp4.waw.pl,http://www.bip.opp4.waw.pl,sekretariat@opp4.waw.pl,4.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/25140,,Poradnia Psychologiczno – Pedagogiczna nr 16,,,"21,08193643","52,22500445","7505598,543","5787937,139",,,823.0,,
227,OPP_ZOL,OPP_ZOL,12864620.0,12864620.0,19728.0,19728.0,"Ognisko Pracy Pozaszkolnej ""Żoliborz""","Ognisko Pracy Pozaszkolnej ""Żoliborz""",ognisko pracy pozaszkolnej,ognisko pracy pozaszkolnej,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Żoliborz,Sady Żoliborskie,ul. ks. Jerzego Popiełuszki,13,01-595,Justyna,Ippohorska-Lenkiewicz,506297924,228394241,http://oppzoliborz.waw.pl,http://oppzoliborz.bip.um.warszawa.pl,oppzol@edu.um.warszawa.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/19728,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,976028","52,26746183","7498363,607","5792658,201",,,551.0,,
228,P_001,P_001,13004864.0,13004864.0,30195.0,30195.0,Przedszkole nr 1,Przedszkole nr 1,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Śródmieście Północne,ul. Grzybowska,12/14A,00-132,Agnieszka,Krasuska-Karczewska,226204727,226204727,http://www.przedszkole1.waw.pl,https://przedszkole1.bip.um.warszawa.pl,p1@edu.um.warszawa.pl,1.0,nie,jednostka budżetowa,0.0,97.0,97.0,0.0,4.0,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/30195,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"20,99959488","52,23782247","7499972,327","5789360,149",,,750.0,07:00,17:15
229,P_002,P_002,13004380.0,13004380.0,30220.0,30220.0,Przedszkole nr 2,Przedszkole nr 2,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Śródmieście Północne,ul. Orla,11,00-143,Marzena,Kisiel,226203563,226203563,http://przedszkole2.waw.pl,http://przedszkole2.bip.um.warszawa.pl,p2@edu.um.warszawa.pl,2.0,nie,jednostka budżetowa,0.0,61.0,61.0,0.0,3.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/30220,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"20,99770835","52,24238194","7499843,478","5789867,453",,,714.0,07:00,17:30
